Name,Expression,Time
Speaker,Sad,[22840.0]
Speaker,Neutral,[22840.0]
Speaker,Sad,[22840.0]
Speaker,Neutral,[22880.0]
Speaker,Sad,[22880.0]
Speaker,Sad,[22880.0]
Speaker,Neutral,[22920.0]
Speaker,Sad,[22920.0]
Speaker,Sad,[22920.0]
Speaker,Sad,[22960.0]
Speaker,Neutral,[22960.0]
Speaker,Sad,[22960.0]
Speaker,Neutral,[23000.0]
Speaker,Sad,[23000.0]
Speaker,Sad,[23000.0]
Speaker,Neutral,[23040.0]
Speaker,Sad,[23040.0]
Speaker,Sad,[23040.0]
Speaker,Neutral,[23080.000000000004]
Speaker,Sad,[23080.000000000004]
Speaker,Sad,[23080.000000000004]
Speaker,Sad,[23120.0]
Speaker,Surprise,[23120.0]
Speaker,Sad,[23120.0]
Speaker,Sad,[23160.0]
Speaker,Sad,[23160.0]
Speaker,Happy,[23200.0]
Speaker,Sad,[23200.0]
Speaker,Sad,[23240.000000000004]
Speaker,Sad,[23240.000000000004]
Speaker,Sad,[23280.0]
Speaker,Happy,[23280.0]
Speaker,Happy,[23320.0]
Speaker,Sad,[23320.0]
Speaker,Sad,[23320.0]
Speaker,Happy,[23360.0]
Speaker,Sad,[23360.0]
Speaker,Sad,[23360.0]
Speaker,Happy,[23400.000000000004]
Speaker,Sad,[23400.000000000004]
Speaker,Sad,[23400.000000000004]
Speaker,Happy,[23440.0]
Speaker,Sad,[23440.0]
Speaker,Sad,[23440.0]
Speaker,Sad,[23480.0]
Speaker,Neutral,[23480.0]
Speaker,Sad,[23480.0]
Speaker,Sad,[23520.0]
Speaker,Sad,[23520.0]
Speaker,Sad,[23520.0]
Speaker,Neutral,[23560.0]
Speaker,Sad,[23560.0]
Speaker,Sad,[23560.0]
Speaker,Neutral,[23600.0]
Speaker,Sad,[23600.0]
Speaker,Sad,[23600.0]
Speaker,Neutral,[23640.0]
Speaker,Sad,[23640.0]
Speaker,Sad,[23640.0]
Speaker,Neutral,[23680.0]
Speaker,Sad,[23680.0]
Speaker,Sad,[23680.0]
Speaker,Neutral,[23720.0]
Speaker,Sad,[23720.0]
Speaker,Sad,[23720.0]
Speaker,Neutral,[23760.0]
Speaker,Sad,[23760.0]
Speaker,Sad,[23760.0]
Speaker,Happy,[23800.0]
Speaker,Sad,[23800.0]
Speaker,Sad,[23800.0]
Speaker,Happy,[23840.0]
Speaker,Sad,[23840.0]
Speaker,Sad,[23840.0]
Speaker,Happy,[23880.0]
Speaker,Sad,[23880.0]
Speaker,Sad,[23880.0]
Speaker,Sad,[23920.0]
Speaker,Happy,[23920.0]
Speaker,Sad,[23920.0]
Speaker,Sad,[23960.0]
Speaker,Happy,[23960.0]
Speaker,Sad,[23960.0]
Speaker,Happy,[24000.0]
Speaker,Sad,[24000.0]
Speaker,Sad,[24000.0]
Speaker,Sad,[24040.0]
Speaker,Happy,[24040.0]
Speaker,Sad,[24040.0]
Speaker,Sad,[24080.000000000004]
Speaker,Happy,[24080.000000000004]
Speaker,Sad,[24080.000000000004]
Speaker,Sad,[24120.0]
Speaker,Sad,[24120.0]
Speaker,Sad,[24120.0]
Speaker,Surprise,[24160.0]
Speaker,Sad,[24160.0]
Speaker,Sad,[24160.0]
Speaker,Sad,[24200.0]
Speaker,Sad,[24200.0]
Speaker,Surprise,[24200.0]
Speaker,Sad,[24240.000000000004]
Speaker,Neutral,[24240.000000000004]
Speaker,Sad,[24240.000000000004]
Speaker,Neutral,[24280.0]
Speaker,Sad,[24280.0]
Speaker,Sad,[24280.0]
Speaker,Sad,[24320.0]
Speaker,Sad,[24320.0]
Speaker,Neutral,[24320.0]
Speaker,Neutral,[24360.0]
Speaker,Sad,[24360.0]
Speaker,Sad,[24360.0]
Speaker,Neutral,[24400.000000000004]
Speaker,Sad,[24400.000000000004]
Speaker,Sad,[24400.000000000004]
Speaker,Sad,[24440.0]
Speaker,Neutral,[24440.0]
Speaker,Sad,[24440.0]
Speaker,Neutral,[24480.0]
Speaker,Sad,[24480.0]
Speaker,Sad,[24520.0]
Speaker,Neutral,[24520.0]
Speaker,Sad,[24520.0]
Speaker,Surprise,[24560.000000000004]
Speaker,Sad,[24560.000000000004]
Speaker,Sad,[24560.000000000004]
Speaker,Surprise,[24600.0]
Speaker,Sad,[24600.0]
Speaker,Sad,[24600.0]
Speaker,Happy,[24640.0]
Speaker,Sad,[24640.0]
Speaker,Sad,[24640.0]
Speaker,Sad,[24680.0]
Speaker,Sad,[24680.0]
Speaker,Sad,[24680.0]
Speaker,Neutral,[24720.0]
Speaker,Sad,[24720.0]
Speaker,Sad,[24720.0]
Speaker,Happy,[24760.0]
Speaker,Sad,[24760.0]
Speaker,Sad,[24760.0]
Speaker,Sad,[24800.0]
Speaker,Happy,[24800.0]
Speaker,Sad,[24800.0]
Speaker,Happy,[24840.0]
Speaker,Sad,[24840.0]
Speaker,Sad,[24840.0]
Speaker,Happy,[24880.0]
Speaker,Sad,[24880.0]
Speaker,Sad,[24880.0]
Speaker,Sad,[24920.0]
Speaker,Happy,[24920.0]
Speaker,Sad,[24920.0]
Speaker,Happy,[24960.0]
Speaker,Sad,[24960.0]
Speaker,Sad,[24960.0]
Speaker,Sad,[25000.0]
Speaker,Happy,[25000.0]
Speaker,Sad,[25000.0]
Speaker,Sad,[25040.0]
Speaker,Sad,[25040.0]
Speaker,Neutral,[25040.0]
Speaker,Neutral,[25080.000000000004]
Speaker,Sad,[25080.000000000004]
Speaker,Sad,[25080.000000000004]
Speaker,Sad,[25120.0]
Speaker,Neutral,[25120.0]
Speaker,Sad,[25120.0]
Speaker,Neutral,[25160.0]
Speaker,Sad,[25160.0]
Speaker,Sad,[25160.0]
Speaker,Neutral,[25200.0]
Speaker,Sad,[25200.0]
Speaker,Sad,[25200.0]
Speaker,Neutral,[25240.000000000004]
Speaker,Sad,[25240.000000000004]
Speaker,Sad,[25240.000000000004]
Speaker,Neutral,[25280.0]
Speaker,Sad,[25280.0]
Speaker,Sad,[25280.0]
Speaker,Neutral,[25320.0]
Speaker,Sad,[25320.0]
Speaker,Sad,[25320.0]
Speaker,Neutral,[25360.0]
Speaker,Sad,[25360.0]
Speaker,Sad,[25360.0]
Speaker,Neutral,[25400.000000000004]
Speaker,Sad,[25400.000000000004]
Speaker,Sad,[25400.000000000004]
Speaker,Neutral,[25440.0]
Speaker,Sad,[25440.0]
Speaker,Sad,[25440.0]
Speaker,Neutral,[25480.0]
Speaker,Sad,[25480.0]
Speaker,Sad,[25480.0]
Speaker,Neutral,[25520.0]
Speaker,Sad,[25520.0]
Speaker,Sad,[25520.0]
Speaker,Happy,[25560.000000000004]
Speaker,Sad,[25560.000000000004]
Speaker,Sad,[25560.000000000004]
Speaker,Happy,[25600.0]
Speaker,Sad,[25600.0]
Speaker,Sad,[25600.0]
Speaker,Happy,[25640.0]
Speaker,Sad,[25640.0]
Speaker,Happy,[25680.0]
Speaker,Sad,[25680.0]
Speaker,Sad,[25680.0]
Speaker,Happy,[25720.0]
Speaker,Sad,[25720.0]
Speaker,Sad,[25720.0]
Speaker,Happy,[25760.0]
Speaker,Sad,[25760.0]
Speaker,Sad,[25760.0]
Speaker,Happy,[25800.0]
Speaker,Sad,[25800.0]
Speaker,Sad,[25800.0]
